@relation features_processed

@attribute OutterAccess1 numeric
@attribute OutterAccess2 numeric
@attribute OutterAccess3 numeric
@attribute InnerAccess1 numeric
@attribute InnerAccess2 numeric
@attribute InnerAccess3 numeric
@attribute ConstantAccess1 numeric
@attribute ConstantAccess2 numeric
@attribute ConstantAccess3 numeric
@attribute OutterWrite1 numeric
@attribute OutterWrite2 numeric
@attribute OutterWrite3 numeric
@attribute InnerWrite1 numeric
@attribute InnerWrite2 numeric
@attribute InnerWrite3 numeric
@attribute BasicOp1 numeric
@attribute BasicOp2 numeric
@attribute BasicOp3 numeric
@attribute SinOp1 numeric
@attribute SinOp2 numeric
@attribute SinOp3 numeric
@attribute PowOp1 numeric
@attribute PowOp2 numeric
@attribute PowOp3 numeric
@attribute MinOp1 numeric
@attribute MinOp2 numeric
@attribute MinOp3 numeric
@attribute DataTo numeric
@attribute DataFrom numeric
@attribute Op numeric
@attribute CPUTime numeric
@attribute GPUTime numeric
@attribute GPUFaster {0,1}

@data
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,4000,8,3,333355,18215398,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,4000,8,3,11106433,17174148,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,153027138,48142902,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8000,8000,0,71968955,48438585,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8000,8000,0,70995280,48226532,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8000,8000,0,95630840,49839865,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,8000,8,3,1937779,18115722,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,8000,8,3,1904802,17958065,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,8000,8,3,56215,17263737,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,8000,8,3,81815,17212853,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,151132110,48126120,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12000,12000,0,32037536,48300735,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,12000,12000,0,76271419,48305694,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,12000,12000,0,107884572,49890112,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,12000,8,3,1686176,19021425,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,12000,8,3,2653608,17949023,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,12000,8,3,5386353,17370920,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,12000,8,3,116877,17110704,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,153133022,48511624,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16000,16000,0,35239323,48401564,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,16000,16000,0,32043663,48365803,0
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,16000,16000,0,123666782,49838909,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,16000,8,3,2249476,18254843,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,16000,8,3,2985208,17939852,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,16000,8,3,106220,17378309,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,16000,8,3,154440,17310622,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,150606785,48610761,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000,20000,0,31833268,48424432,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,20000,20000,0,73947059,48645394,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,20000,20000,0,118880437,50012694,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,20000,8,3,2801958,20819685,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,20000,8,3,4236861,17973581,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,20000,8,3,131994,18317121,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,20000,8,3,188908,17298441,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,150988777,48750543,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24000,24000,0,112926533,48368474,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,24000,24000,0,32217438,48280392,0
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,24000,24000,0,116774889,49828319,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,24000,8,3,3376947,18217325,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,24000,8,3,4577488,18171324,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,24000,8,3,156108,17419605,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,24000,8,3,228655,17282404,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,151194800,48441099,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28000,28000,0,31956409,48329632,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,28000,28000,0,74056543,48351559,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,28000,28000,0,158218979,49933917,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,28000,8,3,4192796,18363178,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,28000,8,3,5809919,18096546,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,28000,8,3,2451731,17423763,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,28000,8,3,266711,17291899,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32000,32000,0,151011875,48561283,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32000,32000,0,32206933,48459684,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,32000,32000,0,74457390,48353197,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,32000,32000,0,170780010,50123288,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,32000,8,3,4490694,18370438,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,32000,8,3,6160264,20196159,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,32000,8,3,232855,17393154,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,32000,8,3,302230,17294577,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36000,36000,0,151135623,48280248,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36000,36000,0,32187342,48666727,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,36000,36000,0,74311935,48439119,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,36000,36000,0,183403297,50075896,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,36000,8,3,5041520,18372869,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,36000,8,3,7403516,18022947,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,36000,8,3,774870,17626346,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,36000,8,3,425325,17322244,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40000,40000,0,153373228,48841733,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40000,40000,0,111067905,48469231,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,40000,40000,0,74916777,48452526,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,40000,40000,0,196487287,49982032,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,40000,8,3,5601718,18360472,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,40000,8,3,8183751,18108050,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,40000,8,3,4738883,17472850,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,40000,8,3,378908,17351730,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80000,80000,0,45787063,48909636,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80000,80000,0,33803263,48764205,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,80000,80000,0,73894548,48732034,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,80000,80000,0,321992483,52329476,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,80000,8,3,11216990,18555629,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,80000,8,3,15643998,18152271,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,80000,8,3,502123,17580323,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,80000,8,3,739569,17458885,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120000,120000,0,152739417,48862729,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120000,120000,0,117648115,48788533,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,120000,120000,0,78887673,49019997,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,120000,120000,0,448335727,52683152,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,120000,8,3,16788023,18505511,0
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,120000,8,3,23561392,18387397,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,120000,8,3,751863,17520821,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,120000,8,3,1105775,17505445,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160000,160000,0,35842287,49269191,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160000,160000,0,116312025,49368685,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,160000,160000,0,76357083,48977807,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,160000,160000,0,545337595,54969044,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,160000,8,3,22381415,18510584,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,160000,8,3,31457949,18322678,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,160000,8,3,1024677,25046612,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,160000,8,3,1482957,17515770,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,36416441,49756392,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200000,200000,0,119930314,49338643,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,200000,200000,0,80550394,49053865,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,200000,200000,0,672042807,57270076,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,200000,8,3,27982731,18389749,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,200000,8,3,39364780,18250627,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,200000,8,3,1243228,17531379,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,200000,8,3,1860339,17600244,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240000,240000,0,159766341,49971955,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,240000,240000,0,102737701,49624621,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,240000,240000,0,45352092,49535041,0
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,240000,240000,0,831105727,57644248,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,240000,8,3,33896386,18865572,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,240000,8,3,47533917,18589176,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,240000,8,3,4564498,17573571,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,240000,8,3,2334240,17532156,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280000,280000,0,139539279,50404465,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280000,280000,0,44355021,49768477,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,280000,280000,0,86158425,50008634,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,280000,280000,0,925923054,59947572,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,280000,8,3,39155012,19038404,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,280000,8,3,55335129,18843357,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,280000,8,3,7617504,17820371,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,280000,8,3,3594854,17727301,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,320000,320000,0,141789747,50296626,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320000,320000,0,101902786,50540132,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,320000,320000,0,51866756,49909491,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,320000,320000,0,1054690050,62217196,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,320000,8,3,44952427,18874851,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,320000,8,3,62511652,18836912,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,320000,8,3,4477669,18012582,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,320000,8,3,3978388,17844294,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360000,360000,0,126241533,50625896,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,360000,360000,0,125611551,51115593,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,360000,360000,0,89705257,50275385,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,360000,360000,0,1181508282,62692096,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,360000,8,3,50433356,19035895,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,360000,8,3,70228536,18991328,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,360000,8,3,2263172,17834561,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,360000,8,3,4434382,18046603,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400000,400000,0,172347786,51586774,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,400000,400000,0,131913940,51017286,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,400000,400000,0,92885337,50603489,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,400000,400000,0,1308712469,65235410,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,400000,8,3,56340628,19333251,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,400000,8,3,78282630,19100174,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,400000,8,3,8460753,17935186,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,400000,8,3,4744856,17966754,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,800000,800000,0,230973311,55599224,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,800000,800000,0,179801277,54539579,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,800000,800000,0,110883820,53951566,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,800000,800000,0,2631687588,82717849,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,800000,8,3,111810868,20455073,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,800000,8,3,154594549,20557292,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,800000,8,3,6884841,18249944,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,800000,8,3,10449575,19773105,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000,0,186732799,58056558,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1200000,1200000,0,248220017,58913171,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1200000,1200000,0,189569972,57078363,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1200000,1200000,0,3922974504,98627281,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1200000,8,3,167680129,20751146,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,1200000,8,3,231560250,20965949,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1200000,8,3,9933387,18637743,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1200000,8,3,18883650,20275868,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1600000,1600000,0,338590825,63941252,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1600000,1600000,0,332101742,62078836,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1600000,1600000,0,277234995,61023058,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1600000,1600000,0,5291539371,117714848,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1600000,8,3,223915693,21631550,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,1600000,8,3,309236734,22112584,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1600000,8,3,17494522,18214692,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,1600000,8,3,20433052,23184959,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,383643383,67983893,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000000,2000000,0,389940007,66235318,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2000000,2000000,0,403622260,66350903,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,6629738520,136559442,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2000000,8,3,279874764,24756013,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,2000000,8,3,385459900,23672576,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2000000,8,3,18119394,18276426,0
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2000000,8,3,25984597,23509949,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2400000,2400000,0,526086923,71308719,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2400000,2400000,0,530086950,68382535,1
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2400000,2400000,0,550370288,67578027,1
0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2400000,2400000,0,8050367687,151564190,1
2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2400000,8,3,335489924,23653766,1
2,0,0,9,0,0,1,0,0,2,0,0,0,0,0,18,2,0,0,0,0,3,0,0,1,0,0,2400000,8,3,463025756,24764518,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2400000,8,3,25122099,18647935,1
4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,2400000,8,3,31537446,24610824,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2800000,2800000,0,710699857,75207613,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800000,2800000,0,680398153,74492478,1
